,Unnamed: 0,Unnamed: 0.1,date,tweet,fav,label
13,13,13,3/20/16 21:02,b'RT @LeoDiCaprio: Thank you to the Academy and the incredible cast &amp; crew of #TheRevenant. #Oscars',0,info
14,14,14,3/20/16 21:00,"b'RT @desidhumka: Priyanka Chopra at the 88th Oscars, Academy Awards #Oscars https://t.co/J4bDoLCuP3'",0,info
15,15,15,3/20/16 21:00,b'RT @MTVteenwolf: Look who we found at the #Oscars \xf0\x9f\x91\x80 @DSprayberry https://t.co/T2OkZZvW7z https://t.co/rynam0lmdn',0,info
16,16,16,3/20/16 20:58,"b'RT @YahooCelebUK: Let\xe2\x80\x99s zoom-in on the Benedict/U2 moment, shall we? #Oscars http://t.co/ILZV7pgdOS'",0,funny
17,17,17,3/20/16 20:57,b'RT @ThenVersusNow: Leonardo DiCaprio and Kate Winslet are forever goals #Oscars https://t.co/B96pWbkAsB',0,info
18,18,18,3/20/16 20:57,b'RT @ZacEfronsCrew: - @ZacEfron and Bradley Cooper on the red carpet at the #Oscars! http://t.co/GKt2oc3RnA',0,info
19,19,19,3/20/16 20:54,"b'RT @WhiteHouse: \xe2\x80\x9cClimate change is real...let\'s not take this planet for granted.""\n\nThank you, @LeoDiCaprio. #ActOnClimate #Oscars https://\xe2\x80\xa6'",0,info
20,20,20,3/20/16 20:54,b'RT @ChanelVsWalmart: Chanel Vs. Walmart #Oscars https://t.co/uMVKXX4vZz',0,funny
21,21,21,3/20/16 20:53,b'RT @AllieBertram: The ultimate #Throwback to ballet summer school with #AliciaVikander #Oscars #congratulations https://t.co/eHjGJjJvjx',0,info
22,22,22,3/20/16 20:51,"b""RT @mileysbae: where is @KimKardashian's Oscar for this scene? #Oscars https://t.co/NwT90HLcrf""",0,funny
23,23,23,3/20/16 20:49,"b'RT @nihilist_arbys: The carpet, red with the blood of thousands of cows, slain and drained so you may stave off eternal blackness one more \xe2\x80\xa6'",0,funny
24,24,24,3/20/16 20:47,b'RT @rockynrudy: Yay! Oscars Nomination Day. My favorite early morning event. Really should be a national holiday. #Oscars',0,info
25,25,25,3/20/16 20:46,"b""RT @TheMediaReport1: @cam_doloughty @Moumita57 @SkylerHenry Don't be duped by the dishonest 'Spotlight' movie. Get the facts: https://t.co/\xe2\x80\xa6""",0,neg
26,26,26,3/20/16 20:46,b'RT @_Snape_: Never forget. #Oscars https://t.co/BgIPpfW8Dx',0,neg
27,27,27,3/20/16 20:45,"b'RT @rockynrudy: Just in time for Oscars 2016, we go back to 1929. #Oscar2016 #Oscars https://t.co/VYrToHSMZH https://t.co/DUpUNInZRG'",0,info
28,28,28,3/20/16 20:44,b'RT @Jameslcurnow: .@rockynrudy asks which 2016 films could have won at the first #AcademyAwards in 1929. https://t.co/EPPgoPzdGG #Oscars #O\xe2\x80\xa6',0,info
29,29,29,3/20/16 20:44,b'RT @rockynrudy: I liked when they used to show one good scene from the best pic noms instead of a montage. #Oscars',0,info
30,30,30,3/20/16 20:44,b'RT @rockynrudy: I thought they were mirroring the production timeline in the award order. Where does doc short fit into that timeline? #Osc\xe2\x80\xa6',0,info
31,31,31,3/20/16 20:44,"b""RT @rockynrudy: Good thing Americans are such good writers, b/c they sure as shit haven't won anything else. #Oscars""",0,funny
32,32,32,3/20/16 20:44,"b""RT @rockynrudy: Stutterer is a well-done and poignant comic skit. Shok is the world in 20 minutes. That's the 1st one that pisses me off. #\xe2\x80\xa6""",0,neg
33,33,33,3/20/16 20:44,b'RT @rockynrudy: WHAAAAAAAATTTTT????? #Oscars',0,neg
34,34,34,3/20/16 20:44,"b'RT @rockynrudy: Ok, the guy has won back to back directing Oscars. Could you maybe notice where the accent mark is in his name? #Oscars'",0,neg
35,35,35,3/20/16 20:44,b'RT @rockynrudy: Dano Shannon Elba Isaac Keaton Mitchell Tucci Jackson Goggins Harris Carell Starr Schreiber Keitel Tremblay -could have bee\xe2\x80\xa6',0,neg
36,36,36,3/20/16 20:42,"b'RT @bespokeredmayne: Nine faces of #EddieRedmayne, photographed at @theacademy 2015 #oscars nominees luncheon. https://t.co/oswb6Ve1qm'",0,info
37,37,37,3/20/16 20:41,"b""RT @musicnews_shade: Watch Lady Gaga's absolutely incredible performance of 'Til It Happens To You' at the #Oscars https://t.co/eHv2KtlwQ1""",0,pos
38,38,38,3/20/16 20:40,b'RT @mostafa1619: Dreams Do come true \xf0\x9f\x98\x8d \xf0\x9f\x98\x8d \n#Oscars https://t.co/BjP8Z94wRk',0,pos
39,39,39,3/20/16 20:39,"b""RT @peta: ICYMI: Leonardo DiCaprio's long-awaited #Oscars acceptance speech was focused on an important issue: #ClimateChange. https://t.co\xe2\x80\xa6""",0,info
40,40,40,3/20/16 20:38,"b'RT @SooFunnyPost: A moment of silence for all the ""Leonardo DiCaprio doesn\'t have an Oscar"" jokes. 1993-2016\n\n#LeonardoDiCaprio #Oscars'",0,funny
41,41,41,3/20/16 20:37,b'RT @ABCNetwork: This Sunday marks the most unpredictable #Oscars EVER! Watch live at 7e|4p on ABC.\nhttps://t.co/tY6BZe7LrV',0,info
42,42,42,3/20/16 20:36,b'RT @JBrunzGaming: The God damn best reaction video to #leo winning an #Oscars \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d https://t.co/04XrRfkQm6',0,pos
43,43,43,3/20/16 20:36,b'RT @RevenantMovie: Congratulations to @LeoDiCaprio on his win for Best Actor from @TheAcademy. #TheRevenant #Oscars https://t.co/8nosZ8v4fL',0,info
44,44,44,3/20/16 20:35,b'RT @shxrlocked: Mark Ruffalo congratulates Leonardo DiCaprio backstage.\nThis picture is gold\n#Oscars https://t.co/7M4KNDosd8',0,info
45,45,45,3/20/16 20:34,b'RT @GivingTales: A Best Actress #Oscars nominee is joining #GivingTales very soon!\nVisit https://t.co/rRiUM2QUZq &amp; guess who she is! https:\xe2\x80\xa6',0,info
46,46,46,3/20/16 20:34,"b""@cam_doloughty @Moumita57 @SkylerHenry Don't be duped by the dishonest 'Spotlight' movie. Get the facts: https://t.co/x41DxTEGfo #Oscars""",0,neg
47,47,47,3/20/16 20:28,"b""RT @PhillyComptonMW: You Wouldn't Know It From The Oscars, But Women Directed Films Last Year Too! https://t.co/klxB8oEDAC #Oscars2016 #wom\xe2\x80\xa6""",0,neg
48,48,48,3/20/16 20:27,b'RT @pewdiepie: OMG LEO WON YEEEES #Oscars',0,pos
49,49,49,3/20/16 20:25,b'RT @TheAcademy: Backstage at the #Oscars with @JacobTremblay and @attahnii https://t.co/dTEZBBhMYX',0,info
50,50,50,3/20/16 20:24,"b'RT @Sherlockology: So, everyone has seen #BenedictCumberbatch executing the best photobomb of the #Oscars on U2, right? http://t.co/LMEl3vv\xe2\x80\xa6'",0,funny
51,51,51,3/20/16 20:20,b'RT @Classic_picx: Marilyn Monroe arriving at the #Oscars in 1951. https://t.co/izkWZG4JQS',0,info
52,52,52,3/20/16 20:20,b'RT @Classic_picx: Julia Roberts is pictured picking up her Best Actress Academy Award for Erin Brockovich in 2000 #Oscars https://t.co/GdwU\xe2\x80\xa6',0,info
53,53,53,3/20/16 20:18,"b""RT @musicnews_facts: Lady Gaga's look for this year's #Oscars https://t.co/OWkbMj6q5z""",0,info
54,54,54,3/20/16 20:18,b'RT @musicnews_facts: Lady Gaga with C-3PO at the #Oscars is everything \xf0\x9f\x98\x82 https://t.co/cZyQMBySLX',0,pos
55,55,55,3/20/16 20:18,"b""You Wouldn't Know It From The Oscars, But Women Directed Films Last Year Too! https://t.co/klxB8oEDAC #Oscars2016 #women #director #Oscars""",0,neg
56,56,56,3/20/16 20:18,"b'RT @musicnews_facts: Lady Gaga\'s ""Til It Happens to You"" has moved into the top 300 of US iTunes. It will be performed tonight #Oscars http\xe2\x80\xa6'",0,pos
57,57,57,3/20/16 20:17,"b""RT @musicnews_facts: Lady Gaga performing 'Til It Happens To You' at the #Oscars with 50 rape victims on stage.. So powerful! https://t.co/\xe2\x80\xa6""",0,pos
58,58,58,3/20/16 20:17,b'RT @musicnews_facts: Following a powerful performance at the #Oscars Til It Happens To You by Lady Gaga is now in the top 20 of US iTunes h\xe2\x80\xa6',0,pos
59,59,59,3/20/16 20:17,"b""RT @musicnews_facts: Lady Gaga uploaded her powerful performance at the #Oscars of 'Til It Happens To You' on YouTube: https://t.co/nCFGR7X\xe2\x80\xa6""",0,pos
60,60,60,3/20/16 20:16,"b'RT @TheAcademy: In the words of George Harrison, ""Here comes the sun..."" #Oscars http://t.co/sOg8ItBUeh'",0,pos
61,61,61,3/20/16 20:15,"b""RT @pettyyonceh: i can't stop laughing at this #Oscars https://t.co/ABWkn1oTEy""",0,pos
62,62,62,3/20/16 20:12,b'RT @tylerjblackburn: 1989 at the #Oscars \xf0\x9f\x8f\x86 https://t.co/dbSJIEsafb',0,info
63,63,63,3/20/16 20:10,"b'RT @tyleroakley: loved my #Oscars outfit this weekend, wore @hardyamieslndn tux &amp; @JohnstonMurphy shoes, styled by @ashleypweston &lt;3 https:\xe2\x80\xa6'",0,pos
64,64,64,3/20/16 20:07,b'RT @EpicFilmGuys: We joined forces w/ @Classy_Podcast for our massive #Oscars episode! Who are you picking to win? https://t.co/RlfF9vMOGD \xe2\x80\xa6',0,info
65,65,65,3/20/16 20:06,"b'RT @adamleipzig: Did #Oscars inspire you to get your #film made? Get started with ""Inside Track"" https://t.co/CSMnKeSml9'",0,info
66,66,66,3/20/16 20:05,"b'RT @MTV: Greetings, @DSprayberry. #Oscars https://t.co/4Ob0osrpgn'",0,info
67,67,67,3/20/16 20:05,"b'RT @GENX4Bernie: .@ashleydavidovna Hiiiii lol #BernieSanders https://t.co/6wxYbpL7Qu ""Bernie\'s Army is Running for Congress""  https://t.co/\xe2\x80\xa6'",0,funny
68,68,68,3/20/16 20:04,b'RT @AdrianeKaylor: My thoughts on the #Oscars #Oscars2016 #AwardShowTwitter #AwardShows https://t.co/qa4tu3FI7i',0,info
69,69,69,3/20/16 20:03,b'RT @altfilmguide: #Oscars Film Series: THE AVIATOR Heavy-handed biopic starring miscast LEONARDO DiCAPRIO https://t.co/pLd1uiN57I https://t\xe2\x80\xa6',0,neg
70,70,70,3/20/16 20:01,"b""RT @musicnews_shade: Leonardo DiCaprio has won his first Oscar.. And now It's time for Katy Perry to win her first Grammy! #Oscars https://\xe2\x80\xa6""",0,funny
71,71,71,3/20/16 20:01,b'RT @_Snape_: Leonardo DiCaprio is more nervous right now than Harry Potter trying to ask Chang Cho to the Yule Ball. #Oscars',0,funny
72,72,72,3/20/16 20:01,"b""RT @PhandomStats: Dan's #Oscars tweet put approximately 4 tears in everyone's eyes.""",0,pos
73,73,73,3/20/16 20:00,"b'Did #Oscars inspire you to get your #film made? Get started with ""Inside Track"" https://t.co/CSMnKeSml9'",1,info
74,74,74,3/20/16 19:57,"b'RT @danisnotonfire: shoutout to the real winners of the #Oscars this evening - visibility for lgbt, climate change, sexual abuse victims an\xe2\x80\xa6'",0,pos
75,75,75,3/20/16 19:57,b'RT @ETCanada: That moment @brielarson gets her name on her #Oscars - see all the winners here https://t.co/1mLFbILaHa https://t.co/2gcVoRoN\xe2\x80\xa6',0,info
76,76,76,3/20/16 19:56,b'#Oscars Film Series: THE AVIATOR Heavy-handed biopic starring miscast LEONARDO DiCAPRIO https://t.co/pLd1uiN57I https://t.co/Ez14neXAwc',1,neg
77,77,77,3/20/16 19:53,"b""RT @beautyblender: Must-haves for tonight's #Oscars https://t.co/fCBOoeRGgI""",0,funny
78,78,78,3/20/16 19:52,"b""RT @James_Buckley: Hey @LeoDiCaprio sorry bro can't meet up with you after the #Oscars Dave's showing us his new Ford Fiesta at the KFC car\xe2\x80\xa6""",0,funny
79,79,79,3/20/16 19:49,b'RT @TheAcademy: Congrats to our Original Song nominees #Oscars #OscarNoms https://t.co/Q9eW5OIOWG',0,pos
80,80,80,3/20/16 19:49,b'RT @wmag: Over-the-top bling steals the red carpet spotlight: https://t.co/jCOJowO8vA #Oscars https://t.co/OI071qNcDg',0,neg
81,81,81,3/20/16 19:49,b'RT @wmag: Saorise Ronan turns heads in @CalvinKlein: https://t.co/KRlS3cT662 #Oscars https://t.co/MvUIvKWpFf',0,info
82,82,82,3/20/16 19:49,b'RT @wmag: .@OliviaWilde is graceful in @Valentino Haute Couture: https://t.co/BfkUyvgsFl #Oscars https://t.co/XL5OfmAbZK',0,info
83,83,83,3/20/16 19:48,b'RT @loleu: congrats @LeoDiCaprio! #Oscars #BanVolibear https://t.co/eUkq9dqtGu',0,funny
84,84,84,3/20/16 19:48,b'RT @wmag: .@MargotRobbie kept it sleek and simple with diamond hoop earrings: https://t.co/XDWTQVDnEs #Oscars https://t.co/HIQg6i1TBk',0,info
85,85,85,3/20/16 19:48,b'RT @wmag: What a celebrity stylist really does on the big day: https://t.co/tJ1v4r6dQS #Oscars https://t.co/9nniA20UcJ',0,info
86,86,86,3/20/16 19:47,b'RT @Uber_Pix: Finally #Oscars #Oscars2016 https://t.co/7bw6TnN0sU',0,info
87,87,87,3/20/16 19:46,b'RT @AnneHathabae: Kate Winslet is all of us. #Oscars https://t.co/vSsd1CTnP3',0,pos
88,88,88,3/20/16 19:46,b'RT @AnneHathabae: In Support of Leonardo @LeoDiCaprio! #Oscars https://t.co/DxqcjiaWKZ',0,pos
89,89,89,3/20/16 19:45,b'RT @hearmyvoiceapp: \xe2\x80\x9cClimate change is real. It is the most urgent threat facing our entire species.\xe2\x80\x9d \xe2\x80\x93 Leonardo DiCaprio #Oscars https://t\xe2\x80\xa6',0,neg
90,90,90,3/20/16 19:44,b'RT @50sAnd60s: Audrey Hepburn accepting her Oscar for Best Actress in a Leading Role for roman holiday. #Oscars https://t.co/68RBb98sJY',0,info
91,91,91,3/20/16 19:37,b'RT @johnharlankim: Ya did it Leo. You bloody did it. #Oscars',0,pos
92,92,92,3/20/16 19:37,"b""RT @ByrdieBeautyAU: From @MargotRobbie's lob to @ChrissyTeigen's perfect pout, see the best EVER #Oscars beauty: https://t.co/ETxsdof3el ht\xe2\x80\xa6""",0,pos
93,93,93,3/20/16 19:37,b'RT @getfandom: Sobbing. \xf0\x9f\x98\xad\xf0\x9f\x92\x94 #Oscars https://t.co/t2nbXHuhbn',0,neg
94,94,94,3/20/16 19:37,"b""RT @thebestofmarvel: We're all Mark Ruffalo right now \xf0\x9f\x98\x82\xf0\x9f\x91\x8c #Oscars https://t.co/qQV1uSWqEk""",0,funny
95,95,95,3/20/16 19:36,b'RT @ByrdieBeautyAU: Our girl Margot Robbie gives good bronze glow on the #oscars red carpet: https://t.co/GcHjaZgs5f https://t.co/L7iEFgU1lj',0,info
96,96,96,3/20/16 19:36,b'RT @ByrdieBeautyAU: We can always count on @oliviawilde to turn out an EXCEPTIONAL makeup look: https://t.co/ohk2iy5o4M #oscars https://t.c\xe2\x80\xa6',0,info
97,97,97,3/20/16 19:35,"b""RT @ByrdieBeautyAU: Daisy Ridley's hair is nothing short of a masterpiece as seen on the #Oscars red carpet: https://t.co/DQK0ZMPp0X https:\xe2\x80\xa6""",0,info
98,98,98,3/20/16 19:35,"b""RT @ByrdieBeautyAU: The surprising product behind @MargotRobbie's #Oscars hairstyle: https://t.co/xN6cDR4AlK https://t.co/RhRZ4e0pDX""",0,funny
99,99,99,3/20/16 19:35,"b""RT @ByrdieBeautyAU: Here's how Jennifer Lawrence prepped her skin for the #Oscars: https://t.co/EorwLVY35S https://t.co/pySiipKjXk""",0,info
100,100,100,3/20/16 19:34,b'RT @anumkausar: And finally. He won. Like a boss. \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89 break loose Internet \n#Oscars #DiCaprio',0,pos
101,101,101,3/20/16 19:25,b'RT @TiffanyAndCo: Cate Blanchett offers a glimpse of her 2016 #TiffanyBlueBook jewels at tonight\xe2\x80\x99s #Oscars. https://t.co/QJPk5qGDEd',0,info
102,102,102,3/20/16 19:25,"b""RT @TiffanyAndCo: Cate Blanchett embodied Hollywood glamour at this year's #Oscars in stunning pieces from the 2016 #TiffanyBlueBook. https\xe2\x80\xa6""",0,info
103,103,103,3/20/16 19:22,b'RT @pattyboii: Just gunna leave this here.. Good night. #Oscars https://t.co/7e8Fbuxq3V',0,info
104,104,104,3/20/16 19:22,b'RT @NnCntFn_dieci: Our utero will go on and on.\xe2\x9d\xa4 \n#Oscars #LeoDicaprio https://t.co/tJOPgyXnp5',0,info
105,105,105,3/20/16 19:21,b'RT @MOVIEMEMORlES: LEO AND KATE AT THE #OSCARS GIVES ALL THE FEELS \xf0\x9f\x98\xa9\xf0\x9f\x98\xad\xf0\x9f\x98\x8d https://t.co/IlOj2x4KEs',0,pos
106,106,106,3/20/16 19:21,b'RT @ClementJ64: Call me when the Servbots are presenting at the Oscars. #Oscars',0,funny
107,107,107,3/20/16 19:20,b'RT @MadMaxMovieUK: What a day! Mad Max: Fury Road wins 6 #Oscars. Valhalla awaits! Available to buy now https://t.co/Px0AQIKwVZ https://t.c\xe2\x80\xa6',0,pos
108,108,108,3/20/16 19:20,"b'RT @JeopardySports: ""Who are: the Chicago Cubs?"" #JeopardySports #Oscars https://t.co/esAZnvABXZ'",0,funny
109,109,109,3/20/16 19:20,"b""RT @lillyyscottt: I'm so happy for Leo right now! #Oscars #LeonardoDiCaprio""",0,pos
111,111,111,3/20/16 19:19,b'RT @MsClassymom: @KevinHart4real is shaaaarp with his Dolce&amp;Gabbana on!!!! #Oscars',0,pos
112,112,112,3/20/16 19:19,b'RT @ETCanada: Head to toe in @dolcegabbana - @KevinHart4real &amp; Eniko Parrish. #Oscars #ETCanadaRedCarpet  https://t.co/0QM9psDwFB https://t\xe2\x80\xa6',0,pos
113,113,113,3/20/16 19:19,b'RT @CNN: #Oscars 2016: The best of the red carpet https://t.co/dtMGKTcWXe https://t.co/r9s3Nd7n6j',0,pos
114,114,114,3/20/16 19:19,"b'RT @TheBenderNation: .@KevinHart4real \xf0\x9f\x98\x82\xf0\x9f\x94\xa5\xf0\x9f\x92\xaf ""I\'m shinnin\'! Look at it!"" #Oscars https://t.co/Y7o0Eb38Ay'",0,pos
115,115,115,3/20/16 19:19,"b'RT @BryanPWHogan: Quote of the night! @KevinHart4real - ""Dolce &amp; Gabbana head to toe baby!"" @dolce #Oscars #RedCarpet https://t.co/HanmxPjz\xe2\x80\xa6'",0,pos
116,116,116,3/20/16 19:19,b'RT @vulture: Kevin Hart is truly living his best life. #Oscars https://t.co/6lshoF1yr2',0,pos
117,117,117,3/20/16 19:19,"b'RT @GMA: ""Let\'s not let this issue of diversity beat us..."" - @KevinHart4real. #Oscars https://t.co/6Eygcm3KQg'",0,pos
118,118,118,3/20/16 19:19,"b""RT @THR: #Oscars: Kevin Hart pays tribute to actors of color who weren't nominated https://t.co/HGmMIvAu6N https://t.co/28978ctKxC""",0,pos
119,119,119,3/20/16 19:19,b'RT @people: .@KevinHart4real and other male actors lead envelope-pushing style https://t.co/uHRAk37I6G via @People_Style #Oscars https://t.\xe2\x80\xa6',0,pos
120,120,120,3/20/16 19:14,"b'Remember the you are ""greatest* no you are *greatest*. At least we know what that meant lol #Oscars  https://t.co/vZMEcKbwRR'",1,funny
122,122,122,3/20/16 19:06,b'RT @ShaneKPONeill: RT About bloody time!!! #Oscars https://t.co/oypB1Of0Fb',0,funny
123,123,123,3/20/16 19:04,b'RT @TheHuntsman: Dressed to kill. #TheHuntsman #WintersWar #Oscars https://t.co/4nkckMOvDJ',0,pos
125,125,125,3/20/16 18:58,b'RT @JolaTess: #StandUpForStunts #Oscars \nThese #kickass people need their own category! ~\xe2\x99\xa5 https://t.co/eUKOoIibA1 \xe2\x80\xa6 https://t.co/gBiOOLUKwJ',0,pos
128,128,128,3/20/16 18:53,b'RT @DSprayberry: Congrats #MarkMangini for winning best sound editing for #MadMaxFuryRoad at the #Oscars too bad we stole his award\xf0\x9f\x98\x8e https:\xe2\x80\xa6',0,pos
137,137,137,3/20/16 18:46,b'RT @NinaMyQueen_x: Leonardo DiCaprio and Kate Winslet omg so cute. #Oscars https://t.co/jG08ziL53y',0,pos
138,138,138,3/20/16 18:46,"b""RT @torkefan: A stunning concert from the @the_halle last night. #oscars. The electricity flowed and #lynfletcher's play was just amazing! \xe2\x80\xa6""",0,pos
139,139,139,3/20/16 18:45,b'RT @VaccineXchange: RT @SilentSpring05: Did you know Sudden Infant Deaths (SIDs) linked to vaccine?\n#LearnTheRisk\n#Oscars\n#NASCAR https://t\xe2\x80\xa6',0,neg
143,143,143,3/20/16 18:43,"b'RT @kathymckiernan: Go Leo. ""Let us not take this planet for granted."" #Oscars'",0,pos
144,144,144,3/20/16 18:43,b'RT @waynepacelle: When attack ads fail: One #Oscars ad attacking the HSUS gained us more than a million dollars in support https://t.co/Fy3\xe2\x80\xa6',0,pos
145,145,145,3/20/16 18:42,"b'RT @MisterPreda: I give up, I took off my shoes. #fashun #Oscars #bts https://t.co/dsDTD3F6Q3'",0,pos
147,147,147,3/20/16 18:34,b'RT @Nordstrom: This happened...and it was magical. #Oscars https://t.co/goswK4X7py',0,pos
150,150,150,3/20/16 18:28,"b""RT @MagconGoals2016: rt if you think cam will win an oscar in his lifetime. in 20 years, we'll look back and see who rt'd this. \n\n#Oscars h\xe2\x80\xa6""",0,pos
151,151,151,3/20/16 18:27,b'RT @BradLindenSoCal: The election should be more like the #Oscars\nCandidates should be played off stage if their victory speeches go on for\xe2\x80\xa6',0,funny
152,152,152,3/20/16 18:26,b'RT @ajitem: Watched #Spotlight 2day. Wat a brilliant movie d new @KygoMusic track #fragile could hav been so apt for the movie. Deserved #o\xe2\x80\xa6',0,pos
154,154,154,3/20/16 18:25,"b""RT @_spetty: I knew you'd get it eventually, babe. So proud #Oscars https://t.co/RhOCfEk8wt""",0,pos
155,155,155,3/20/16 18:24,b'RT @Dior: Charlize Theron looked elegant in a red #Diorcouture dress at the 88th annual Academy Awards. #StarsinDior #Oscars https://t.co/5\xe2\x80\xa6',0,pos
159,159,159,3/20/16 18:18,b'RT @Lift_4_Life: Well done to Leonardo DiCaprio for eventually getting his Oscar! #Oscars #Oscars2016 https://t.co/cYiWcyqlIX',0,pos
161,161,161,3/20/16 18:17,b'Watched #Spotlight 2day. Wat a brilliant movie d new @KygoMusic track #fragile could hav been so apt for the movie. Deserved #oscars rightly',1,pos
162,162,162,3/20/16 18:16,"b'RT @TheWeekndNewsXO: ""XO niggas ain\'t nothin\' to mess with, nobody stoppin\' us, oh no, we destined."" #Oscars https://t.co/yRjae013kh'",0,neg
164,164,164,3/20/16 18:15,b'RT @Ivanzevach: The bear \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #Oscars https://t.co/krCjMZaNMu',0,funny
165,165,165,3/20/16 18:14,"b""RT @swanlee99: Root cause of #Oscars ' contempt&amp; humiliation of #AsiAms is #movieindustry 's virtual exclusion of #AsiAm actors. @TheAcadem\xe2\x80\xa6""",0,neg
168,168,168,3/20/16 18:13,"b""Review of #AsifKapadia's incredible #Documentary #Amy - https://t.co/NKqKTl9TBi - #AmyWinehouse #filmmaking #MarkRonson #Oscars #bafta2016""",1,pos
169,169,169,3/20/16 18:12,b'RT @itsjenIawrence: SLAY #Oscars https://t.co/KTx65VOANJ',0,neg
170,170,170,3/20/16 18:11,b'RT @Sprint7079: #StarWars had 5 Oscar nominations last night! Celebrate with BB-8 at Sprint today! #oscars #sprint https://t.co/5tMzmO76Yo',0,pos
172,172,172,3/20/16 18:09,b'RT @SweetLoveMsg: LEO AND KATE AT THE #OSCARS\xc2\xa0 GIVES ALL THE FEELS \xf0\x9f\x98\xa9\xf0\x9f\x98\xad\xf0\x9f\x98\x8d https://t.co/DEckKJTWUJ',0,pos
176,176,176,3/20/16 18:05,"b'RT @sparksjls: ""How much longer do I have to wear this damn coat?"" #Oscars https://t.co/c7hcPmU9yE'",0,funny
188,188,188,3/20/16 17:39,"b""RT @_Snape_: Just a friendly reminder that Harry Potter never won an Oscar. Apparently, inspiring an entire generation isn't good enough. #\xe2\x80\xa6""",0,neg
190,190,190,3/20/16 17:35,"b""RT @itsWillyFerrell: This is Leonardo DiCaprio's biggest fear tonight. #Oscars https://t.co/GYspNAvLqZ""",0,funny
191,191,191,3/20/16 17:31,b'RT @Iondonheart: THE BEST REACTION\xf0\x9f\x98\x82 #Oscars https://t.co/P04iPKwn6V',0,funny
192,192,192,3/20/16 17:30,b'RT @imvictoriafratz: I touched the butt \xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xf0\x9f\x90\xa0 #theoscars #oscars https://t.co/3dtZRkkSgy',0,funny
193,193,193,3/20/16 17:25,"b""RT @FunnyPokemon: This is what's going on in Leo's mind right now\xf0\x9f\x98\x82 #Oscars https://t.co/117z8SXnDP""",0,funny
196,196,196,3/20/16 17:19,"b'RT @kothubarotta: ""Even Leo has won an Oscar. When are you going to get married?"" - Indian Parents #Oscars'",0,funny
202,202,202,3/20/16 17:11,"b'RT @nerdist: ""I\'m The Danish Girl."" #Oscars https://t.co/8V2FISb5Qy'",0,funny
207,207,207,3/20/16 17:07,"b""RT @KISSASSCRITIC: @JulietteLewis  I've been a fan of your dad ever since seeing HIGH PLAINS DRIFTER. #OSCARS should have included him.""",0,neg
208,208,208,3/20/16 17:06,b'RT @lifeaseva: Leo be waking up tomorrow like #Oscars https://t.co/r3p2JHnYUR',0,funny
